title,category,price,rating,availability,url
Alight (The Generations Trilogy #2),Default,58.59,4,In stock,http://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
Vogue Colors A to Z: A Fashion Coloring Book,Default,52.35,4,In stock,http://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
The Shining (The Shining #1),Default,27.88,3,In stock,http://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
The Hunger Games (The Hunger Games #1),Default,29.85,5,In stock,http://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
Outlander (Outlander #1),Default,19.67,5,In stock,http://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
Mockingjay (The Hunger Games #3),Default,20.44,4,In stock,http://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,13.9,3,In stock,http://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
Confessions of a Shopaholic (Shopaholic #1),Default,48.94,2,In stock,http://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
Zero History (Blue Ant #3),Default,34.77,1,In stock,http://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html
World War Z: An Oral History of the Zombie War,Default,21.8,1,In stock,http://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
Wild: From Lost to Found on the Pacific Crest Trail,Default,46.02,3,In stock,http://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
"Where'd You Go, Bernadette",Default,18.13,1,In stock,http://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html
Twilight (Twilight #1),Default,41.93,2,In stock,http://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
The Paris Wife,Default,36.8,3,In stock,http://books.toscrape.com/catalogue/the-paris-wife_269/index.html
The Maze Runner (The Maze Runner #1),Default,20.93,1,In stock,http://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html
The Lover's Dictionary,Default,58.09,2,In stock,http://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html
The Goldfinch,Default,43.58,3,In stock,http://books.toscrape.com/catalogue/the-goldfinch_252/index.html
The Giver (The Giver Quartet #1),Default,12.3,1,In stock,http://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html
The Girl Who Played with Fire (Millennium Trilogy #2),Default,22.14,2,In stock,http://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
The Demon-Haunted World: Science as a Candle in the Dark,Default,52.25,4,In stock,http://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
The Book Thief,Default,53.49,2,In stock,http://books.toscrape.com/catalogue/the-book-thief_233/index.html
The Autobiography of Malcolm X,Default,23.43,2,In stock,http://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html
Shopaholic & Baby (Shopaholic #5),Default,46.45,2,In stock,http://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,43.55,1,In stock,http://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
Packing for Mars: The Curious Science of Life in the Void,Default,56.68,2,In stock,http://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
Orange Is the New Black,Default,24.61,2,In stock,http://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
One for the Money (Stephanie Plum #1),Default,32.87,2,In stock,http://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
Morning Star (Red Rising #3),Default,29.4,1,In stock,http://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
Life After Life,Default,26.13,2,In stock,http://books.toscrape.com/catalogue/life-after-life_187/index.html
"Lean In: Women, Work, and the Will to Lead",Default,25.02,1,In stock,http://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,20.11,3,In stock,http://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Gone Girl,Default,37.6,5,In stock,http://books.toscrape.com/catalogue/gone-girl_162/index.html
Fellside,Default,38.62,1,In stock,http://books.toscrape.com/catalogue/fellside_155/index.html
Eclipse (Twilight #3),Default,18.74,1,In stock,http://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
Dracula,Default,52.62,3,In stock,http://books.toscrape.com/catalogue/dracula_150/index.html
Dead Wake: The Last Crossing of the Lusitania,Default,39.24,5,In stock,http://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,17.81,1,In stock,http://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
Dark Places,Default,23.9,5,In stock,http://books.toscrape.com/catalogue/dark-places_144/index.html
Breaking Dawn (Twilight #4),Default,35.28,5,In stock,http://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
Beautiful Creatures (Caster Chronicles #1),Default,21.55,5,In stock,http://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
A Visit from the Goon Squad,Default,14.08,5,In stock,http://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
The Zombie Room,Default,19.69,5,In stock,http://books.toscrape.com/catalogue/the-zombie-room_87/index.html
The Name of the Wind (The Kingkiller Chronicle #1),Default,50.59,3,In stock,http://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
Taking Shots (Assassins #1),Default,18.88,2,In stock,http://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
Shatter Me (Shatter Me #1),Default,42.4,1,In stock,http://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
Paradise Lost (Paradise #1),Default,24.96,1,In stock,http://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
On the Road (Duluoz Legend),Default,32.36,3,In stock,http://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
Jane Eyre,Default,38.43,5,In stock,http://books.toscrape.com/catalogue/jane-eyre_27/index.html
Frankenstein,Default,38.0,2,In stock,http://books.toscrape.com/catalogue/frankenstein_20/index.html
Mesaerion: The Best Science Fiction Stories 1800-1849,Science Fiction,37.59,1,In stock,http://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
Join,Science Fiction,35.67,5,In stock,http://books.toscrape.com/catalogue/join_902/index.html
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,43.3,4,In stock,http://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
The Project,Science Fiction,10.65,1,In stock,http://books.toscrape.com/catalogue/the-project_856/index.html
Soft Apocalypse,Science Fiction,26.12,2,In stock,http://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
Sleeping Giants (Themis Files #1),Science Fiction,48.74,1,In stock,http://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
Arena,Science Fiction,21.36,4,In stock,http://books.toscrape.com/catalogue/arena_587/index.html
Foundation (Foundation (Publication Order) #1),Science Fiction,32.42,1,In stock,http://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,10.92,1,In stock,http://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
Ready Player One,Science Fiction,19.07,4,In stock,http://books.toscrape.com/catalogue/ready-player-one_209/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,33.26,2,In stock,http://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Dune (Dune #1),Science Fiction,54.86,1,In stock,http://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,51.48,1,In stock,http://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Three Wishes (River of Time: California #1),Science Fiction,44.18,2,In stock,http://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
The Last Girl (The Dominion Trilogy #1),Science Fiction,36.26,2,In stock,http://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,34.96,4,In stock,http://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,44.84,5,In stock,http://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,51.22,3,In stock,http://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
Sugar Rush (Offensive Line #2),Sports and Games,24.42,1,In stock,http://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
Settling the Score (The Summer Games #1),Sports and Games,44.91,2,In stock,http://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
Icing (Aces Hockey #2),Sports and Games,40.44,4,In stock,http://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
The Torch Is Passed: A Harding Family Story,Add a comment,19.09,1,In stock,http://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,23.89,4,In stock,http://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
The Art Forger,Add a comment,40.76,3,In stock,http://books.toscrape.com/catalogue/the-art-forger_930/index.html
On a Midnight Clear,Add a comment,14.07,3,In stock,http://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,53.9,2,In stock,http://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
"Shobu Samurai, Project Aryoku (#3)",Add a comment,29.06,3,In stock,http://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Modern Romance,Add a comment,28.26,5,In stock,http://books.toscrape.com/catalogue/modern-romance_820/index.html
The White Queen (The Cousins' War #1),Add a comment,25.91,5,In stock,http://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Song of Achilles,Add a comment,37.4,5,In stock,http://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Immortal Life of Henrietta Lacks,Add a comment,40.67,2,In stock,http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Dovekeepers,Add a comment,48.78,1,In stock,http://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
More Than Music (Chasing the Dream #1),Add a comment,37.61,2,In stock,http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Code Name Verity (Code Name Verity #1),Add a comment,22.13,4,In stock,http://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Cell,Add a comment,20.29,4,In stock,http://books.toscrape.com/catalogue/cell_674/index.html
Angels Walking (Angels Walking #1),Add a comment,34.2,2,In stock,http://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,56.48,2,In stock,http://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,Add a comment,40.79,2,In stock,http://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Brush of Wings (Angels Walking #3),Add a comment,55.51,1,In stock,http://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
Rook,Add a comment,37.86,4,In stock,http://books.toscrape.com/catalogue/rook_647/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,26.2,1,In stock,http://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,59.15,4,In stock,http://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Children,Add a comment,11.88,3,In stock,http://books.toscrape.com/catalogue/the-children_633/index.html
One with You (Crossfire #5),Add a comment,15.71,4,In stock,http://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
Without Shame,Add a comment,48.27,5,In stock,http://books.toscrape.com/catalogue/without-shame_580/index.html
Watchmen,Add a comment,58.05,4,In stock,http://books.toscrape.com/catalogue/watchmen_579/index.html
A Hero's Curse (The Unseen Chronicles #1),Add a comment,50.49,3,In stock,http://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,35.79,2,In stock,http://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
The Glass Castle,Add a comment,16.24,1,In stock,http://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Drowning Girls,Add a comment,35.67,3,In stock,http://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,20.12,5,In stock,http://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
John Adams,Add a comment,57.43,4,In stock,http://books.toscrape.com/catalogue/john-adams_472/index.html
Good in Bed (Cannie Shapiro #1),Add a comment,37.05,5,In stock,http://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
The Joy of Cooking,Add a comment,43.27,4,In stock,http://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Golden Compass (His Dark Materials #1),Add a comment,18.77,1,In stock,http://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,Add a comment,46.85,3,In stock,http://books.toscrape.com/catalogue/the-god-delusion_444/index.html
Pride and Prejudice,Add a comment,19.27,4,In stock,http://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Mere Christianity,Add a comment,48.51,3,In stock,http://books.toscrape.com/catalogue/mere-christianity_435/index.html
Fun Home: A Family Tragicomic,Add a comment,56.59,4,In stock,http://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
The Raven King (The Raven Cycle #4),Add a comment,30.57,2,In stock,http://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
Find Her (Detective D.D. Warren #8),Add a comment,22.37,1,In stock,http://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
Evicted: Poverty and Profit in the American City,Add a comment,42.27,1,In stock,http://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,46.42,2,In stock,http://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,10.79,3,In stock,http://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,10.02,2,In stock,http://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,34.77,1,In stock,http://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,37.19,3,In stock,http://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,47.8,3,In stock,http://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,57.48,1,In stock,http://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,22.13,4,In stock,http://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html
The Complete Poems,Add a comment,41.32,5,In stock,http://books.toscrape.com/catalogue/the-complete-poems_237/index.html
The Catcher in the Rye,Add a comment,24.55,1,In stock,http://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html
The Case for Christ (Cases for Christianity),Add a comment,47.84,1,In stock,http://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html
The Blind Side: Evolution of a Game,Add a comment,53.71,5,In stock,http://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html
Seven Days in the Art World,Add a comment,52.33,2,In stock,http://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
Sarah's Key,Add a comment,46.29,1,In stock,http://books.toscrape.com/catalogue/sarahs-key_217/index.html
Rogue Lawyer (Rogue Lawyer #1),Add a comment,50.11,3,In stock,http://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
Manuscript Found in Accra,Add a comment,34.98,2,In stock,http://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,21.28,4,In stock,http://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
Cosmos,Add a comment,36.17,2,In stock,http://books.toscrape.com/catalogue/cosmos_141/index.html
#GIRLBOSS,Add a comment,50.96,1,In stock,http://books.toscrape.com/catalogue/girlboss_113/index.html
The Sense of an Ending,Add a comment,31.38,3,In stock,http://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
The Republic,Add a comment,33.78,3,In stock,http://books.toscrape.com/catalogue/the-republic_78/index.html
The Odyssey,Add a comment,29.64,3,In stock,http://books.toscrape.com/catalogue/the-odyssey_77/index.html
The Light of the Fireflies,Add a comment,54.43,1,In stock,http://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
The Iliad,Add a comment,16.16,1,In stock,http://books.toscrape.com/catalogue/the-iliad_69/index.html
The Communist Manifesto,Add a comment,14.76,3,In stock,http://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
Lord of the Flies,Add a comment,24.89,3,In stock,http://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html
Unicorn Tracks,Fantasy,18.78,3,In stock,http://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,25.02,3,In stock,http://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Princess Between Worlds (Wide-Awake Princess #5),Fantasy,13.34,5,In stock,http://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html
Masks and Shadows,Fantasy,56.4,2,In stock,http://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
Crown of Midnight (Throne of Glass #2),Fantasy,43.29,3,In stock,http://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,28.09,2,In stock,http://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,52.37,1,In stock,http://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
Throne of Glass (Throne of Glass #1),Fantasy,35.07,3,In stock,http://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
The Glittering Court (The Glittering Court #1),Fantasy,44.28,1,In stock,http://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
Hollow City (Miss Peregrine’s Peculiar Children #2),Fantasy,42.98,1,In stock,http://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
The Star-Touched Queen,Fantasy,46.02,5,In stock,http://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Hidden Oracle (The Trials of Apollo #1),Fantasy,52.26,2,In stock,http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,44.73,4,In stock,http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
Island of Dragons (Unwanteds #7),Fantasy,29.65,1,In stock,http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,37.51,5,In stock,http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
City of Glass (The Mortal Instruments #3),Fantasy,56.02,4,In stock,http://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
Searching for Meaning in Gailana,Fantasy,38.73,1,In stock,http://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
The Star-Touched Queen,Fantasy,32.3,5,In stock,http://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
A Shard of Ice (The Black Symphony Saga #1),Fantasy,56.63,3,In stock,http://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
King's Folly (The Kinsman Chronicles #1),Fantasy,39.61,5,In stock,http://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,12.16,5,In stock,http://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
A Gathering of Shadows (Shades of Magic #2),Fantasy,44.81,4,In stock,http://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
The Raven Boys (The Raven Cycle #1),Fantasy,57.74,4,In stock,http://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
The False Prince (The Ascendance Trilogy #1),Fantasy,56.0,5,In stock,http://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
Tell the Wind and Fire,Fantasy,45.51,3,In stock,http://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,17.21,4,In stock,http://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
The Demonists (Demonist #1),Fantasy,52.11,2,In stock,http://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html
The Beast (Black Dagger Brotherhood #14),Fantasy,46.08,5,In stock,http://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html
Paper and Fire (The Great Library #2),Fantasy,49.45,5,In stock,http://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,31.63,4,In stock,http://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,48.75,5,In stock,http://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,14.74,1,In stock,http://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,58.64,4,In stock,http://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html
Soldier (Talon #3),Fantasy,24.72,2,In stock,http://books.toscrape.com/catalogue/soldier-talon-3_222/index.html
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,55.46,2,In stock,http://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
Heir to the Sky,Fantasy,44.07,4,In stock,http://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
Eragon (The Inheritance Cycle #1),Fantasy,43.87,3,In stock,http://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Darkfever (Fever #1),Fantasy,56.02,1,In stock,http://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
Ash,Fantasy,22.06,4,In stock,http://books.toscrape.com/catalogue/ash_123/index.html
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,31.22,2,In stock,http://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
Vampire Girl (Vampire Girl #1),Fantasy,53.82,2,In stock,http://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
The Silent Twin (Detective Jennifer Knight #3),Fantasy,36.25,3,In stock,http://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,29.38,1,In stock,http://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
Sister Sable (The Mad Queen #1),Fantasy,13.33,3,In stock,http://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
Shadow Rites (Jane Yellowrock #10),Fantasy,21.72,4,In stock,http://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
Origins (Alphas 0.5),Fantasy,28.99,1,In stock,http://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
One Second (Seven #7),Fantasy,52.94,2,In stock,http://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
Myriad (Prentor #1),Fantasy,58.75,4,In stock,http://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
Without Borders (Wanderlove #1),New Adult,45.07,2,In stock,http://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
The Mistake (Off-Campus #2),New Adult,43.29,3,In stock,http://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,55.85,1,In stock,http://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
The Hook Up (Game On #1),New Adult,36.29,5,In stock,http://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
Shameless,New Adult,58.35,3,In stock,http://books.toscrape.com/catalogue/shameless_52/index.html
Off Sides (Off #1),New Adult,39.45,5,In stock,http://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
The Requiem Red,Young Adult,22.65,1,In stock,http://books.toscrape.com/catalogue/the-requiem-red_995/index.html
Set Me Free,Young Adult,17.46,5,In stock,http://books.toscrape.com/catalogue/set-me-free_988/index.html
The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,3,In stock,http://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
Obsidian (Lux #1),Young Adult,14.86,2,In stock,http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
Burning,Young Adult,28.81,3,In stock,http://books.toscrape.com/catalogue/burning_884/index.html
